food_code,food_code_description,category_number,category_description
43102300,"Sunflower seeds, flavored",2804,Nuts and seeds
43102400,"Sunflower seeds, NFS",2804,Nuts and seeds
43103000,Sesame seeds,2804,Nuts and seeds
43103300,Tahini,2804,Nuts and seeds
43104000,Flax seeds,2804,Nuts and seeds
43107000,Mixed seeds,2804,Nuts and seeds
43108010,Chia seeds,2804,Nuts and seeds
44201000,Carob chips,5704,Candy not containing chocolate
51000100,"Bread, NS as to major flour",4202,Yeast breads
51000110,"Bread, NS as to major flour, toasted",4202,Yeast breads
51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",4202,Yeast breads
51000190,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",4202,Yeast breads
51000200,"Roll, NS as to major flour",4204,Rolls and buns
51000300,"Roll, hard, NS as to major flour",4204,Rolls and buns
51000400,"Roll, bran, NS as to type of bran",4204,Rolls and buns
51101000,"Bread, white",4202,Yeast breads
51101010,"Bread, white, toasted",4202,Yeast breads
51101050,"Bread, white, made from home recipe or purchased at a bakery",4202,Yeast breads
51101060,"Bread, white, made from home recipe or purchased at a bakery, toasted",4202,Yeast breads
51102010,"Bread, white with whole wheat swirl",4202,Yeast breads
51102020,"Bread, white with whole wheat swirl, toasted",4202,Yeast breads
51105010,"Bread, Cuban",4202,Yeast breads
51105040,"Bread, Cuban, toasted",4202,Yeast breads
51106010,"Bread, native, water, Puerto Rican style",4202,Yeast breads
51106020,"Bread, native, water, toasted, Puerto Rican style",4202,Yeast breads
51106200,"Bread, lard, Puerto Rican style",4202,Yeast breads
51106210,"Bread, lard, toasted, Puerto Rican style",4202,Yeast breads
51106300,"Bread, caressed, Puerto Rican style",4202,Yeast breads
51106310,"Bread, caressed, toasted, Puerto Rican style",4202,Yeast breads
51107010,"Bread, French or Vienna",4202,Yeast breads
51107040,"Bread, French or Vienna, toasted",4202,Yeast breads
51108010,"Focaccia, Italian, plain",4202,Yeast breads
51108100,"Bread, naan",4202,Yeast breads
51109010,"Bread, Italian, Grecian, Armenian",4202,Yeast breads
51109040,"Bread, Italian, Grecian, Armenian, toasted",4202,Yeast breads
51109100,"Bread, pita",4202,Yeast breads
51109110,"Bread, pita, toasted",4202,Yeast breads
51109150,"Bread, pita with fruit",4202,Yeast breads
51109200,"Bread, pita with fruit, toasted",4202,Yeast breads
51111010,"Bread, cheese",4202,Yeast breads
51111040,"Bread, cheese, toasted",4202,Yeast breads
51113010,"Bread, cinnamon",4202,Yeast breads
51113100,"Bread, cinnamon, toasted",4202,Yeast breads
51115010,"Bread, cornmeal and molasses",4202,Yeast breads
51115020,"Bread, cornmeal and molasses, toasted",4202,Yeast breads
51119010,"Bread, egg, Challah",4202,Yeast breads
51119040,"Bread, egg, Challah, toasted",4202,Yeast breads
51121015,"Garlic bread, NFS",4202,Yeast breads
51121025,"Garlic bread, from fast food / restaurant",4202,Yeast breads
51121035,"Garlic bread, from frozen",4202,Yeast breads
51121045,"Garlic bread, with parmesan cheese, from fast food / restaurant",4202,Yeast breads
51121055,"Garlic bread, with parmesan cheese, from frozen",4202,Yeast breads
51121065,"Garlic bread, with melted cheese, from fast food / restaurant",4202,Yeast breads
51121075,"Garlic bread, with melted cheese, from frozen",4202,Yeast breads
51121110,"Bread, onion",4202,Yeast breads
51121120,"Bread, onion, toasted",4202,Yeast breads
51122000,"Bread, reduced calorie and/or high fiber, white or NFS",4202,Yeast breads
51122010,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",4202,Yeast breads
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",4202,Yeast breads
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",4202,Yeast breads
51122300,"Bread, white, special formula, added fiber",4202,Yeast breads
51122310,"Bread, white, special formula, added fiber, toasted",4202,Yeast breads
51123010,"Bread, high protein",4202,Yeast breads
51123020,"Bread, high protein, toasted",4202,Yeast breads
51127010,"Bread, potato",4202,Yeast breads
51127020,"Bread, potato, toasted",4202,Yeast breads
51129010,"Bread, raisin",4202,Yeast breads
51129020,"Bread, raisin, toasted",4202,Yeast breads
51130510,"Bread, white, low sodium or no salt",4202,Yeast breads
51130520,"Bread, white, low sodium or no salt, toasted",4202,Yeast breads
51133010,"Bread, sour dough",4202,Yeast breads
51133020,"Bread, sour dough, toasted",4202,Yeast breads
51134000,"Bread, sweet potato",4202,Yeast breads
51134010,"Bread, sweet potato, toasted",4202,Yeast breads
51135000,"Bread, vegetable",4202,Yeast breads
51135010,"Bread, vegetable, toasted",4202,Yeast breads
51136000,Bruschetta,3744,Vegetable sandwiches/burgers
51140100,"Bread, dough, fried",4202,Yeast breads
51150000,"Roll, white, soft",4204,Rolls and buns
51153000,"Roll, white, hard",4204,Rolls and buns
51154010,"Roll, white, hot dog bun",4204,Rolls and buns
51154100,"Roll, white, hamburger bun",4204,Rolls and buns
51154510,"Roll, diet",4204,Rolls and buns
51154550,"Roll, egg bread",4204,Rolls and buns
51154600,"Roll, cheese",4204,Rolls and buns
51155000,"Roll, French or Vienna",4204,Rolls and buns
51156500,"Roll, garlic",4204,Rolls and buns
51157000,"Roll, white, hoagie, submarine",4204,Rolls and buns
51158100,"Roll, Mexican, bolillo",4204,Rolls and buns
51159000,"Roll, sour dough",4204,Rolls and buns
51160000,"Roll, sweet, no frosting",5506,"Doughnuts, sweet rolls, pastries"
51160100,"Roll, sweet, cinnamon bun, no frosting",5506,"Doughnuts, sweet rolls, pastries"
51160110,"Roll, sweet, cinnamon bun, frosted",5506,"Doughnuts, sweet rolls, pastries"
51160200,"Pan dulce, NFS",5506,"Doughnuts, sweet rolls, pastries"
51161000,"Pan Dulce, with fruit, no frosting",5506,"Doughnuts, sweet rolls, pastries"
51161020,"Roll, sweet, with fruit, frosted",5506,"Doughnuts, sweet rolls, pastries"
51161030,"Roll, sweet, with fruit, frosted, diet",5506,"Doughnuts, sweet rolls, pastries"
51161050,"Roll, sweet, frosted",5506,"Doughnuts, sweet rolls, pastries"
51161250,"Pan Dulce, no topping",5506,"Doughnuts, sweet rolls, pastries"
51161270,"Pan Dulce, with sugar topping",5506,"Doughnuts, sweet rolls, pastries"
51161280,"Pan Dulce, with raisins and icing",5506,"Doughnuts, sweet rolls, pastries"
51165000,"Coffee cake, yeast type",5506,"Doughnuts, sweet rolls, pastries"
51166000,Croissant,5506,"Doughnuts, sweet rolls, pastries"
51166100,"Croissant, cheese",5506,"Doughnuts, sweet rolls, pastries"
51166200,"Croissant, chocolate",5506,"Doughnuts, sweet rolls, pastries"
51166500,"Croissant, fruit",5506,"Doughnuts, sweet rolls, pastries"
51167000,Brioche,5506,"Doughnuts, sweet rolls, pastries"
51168000,"Bread, Spanish coffee",5506,"Doughnuts, sweet rolls, pastries"
51180010,Bagel,4206,Bagels and English muffins
51180030,"Bagel, with raisins",4206,Bagels and English muffins
51180080,"Bagel, with fruit other than raisins",4206,Bagels and English muffins
51182010,Bread stuffing,3208,Turnovers and other grain-based items
51182020,Bread stuffing made with egg,3208,Turnovers and other grain-based items
51183990,"Breadsticks, NFS",4204,Rolls and buns
51184000,"Breadsticks, hard, NFS",5202,"Crackers, excludes saltines"
51184100,"Breadsticks, hard, reduced sodium",5202,"Crackers, excludes saltines"
51184200,"Breadsticks, soft, NFS",4204,Rolls and buns
51184210,"Breadsticks, soft, fast food / restaurant",4204,Rolls and buns
51184220,"Breadsticks, soft, frozen",4204,Rolls and buns
51184230,"Breadsticks, soft, with parmesan cheese, fast food / restaurant",4204,Rolls and buns
51184240,"Breadsticks, soft, with parmesan cheese, from frozen",4204,Rolls and buns
51184250,"Breadsticks, soft, topped with melted cheese",4204,Rolls and buns
51184260,"Breadsticks, soft, stuffed or topped with melted cheese",4204,Rolls and buns
51185000,Croutons,5202,"Crackers, excludes saltines"
51186010,"Muffin, English",4206,Bagels and English muffins
51186100,"Muffin, English, with raisins",4206,Bagels and English muffins
51186130,"Muffin, English, cheese",4206,Bagels and English muffins
51186160,"Muffin, English, with fruit other than raisins",4206,Bagels and English muffins
51187000,Melba toast,5202,"Crackers, excludes saltines"
51187020,Anisette toast,5504,Cookies and brownies
51188100,Pannetone,5506,"Doughnuts, sweet rolls, pastries"
51188500,Zwieback toast,5202,"Crackers, excludes saltines"
51300050,"Bread, whole grain white",4202,Yeast breads
51300060,"Bread, whole grain white, toasted",4202,Yeast breads
51300100,"Bagel, whole grain white",4206,Bagels and English muffins
51300110,"Bread, whole wheat",4202,Yeast breads
51300120,"Bread, whole wheat, toasted",4202,Yeast breads
51300140,"Bread, whole wheat, made from home recipe or purchased at bakery",4202,Yeast breads
51300150,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",4202,Yeast breads
51300175,"Bread, chappatti or roti",4202,Yeast breads
51300180,"Bread, puri",4202,Yeast breads
51300185,"Bread, paratha",4202,Yeast breads
51300210,"Bread, whole wheat, with raisins",4202,Yeast breads
51300220,"Bread, whole wheat, with raisins, toasted",4202,Yeast breads
51300300,"Bread, sprouted wheat",4202,Yeast breads
51300310,"Bread, sprouted wheat, toasted",4202,Yeast breads
51301010,"Bread, wheat or cracked wheat",4202,Yeast breads
51301020,"Bread, wheat or cracked wheat, toasted",4202,Yeast breads
51301040,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery",4202,Yeast breads
51301050,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted",4202,Yeast breads
51301120,"Bread, wheat or cracked wheat, with raisins",4202,Yeast breads
51301130,"Bread, wheat or cracked wheat, with raisins, toasted",4202,Yeast breads
51301510,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber",4202,Yeast breads
51301520,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",4202,Yeast breads
51301540,"Bread, French or Vienna, whole wheat",4202,Yeast breads
51301550,"Bread, French or Vienna, whole wheat, toasted",4202,Yeast breads
51301600,"Bread, pita, whole wheat",4202,Yeast breads
51301610,"Bread, pita, whole wheat, toasted",4202,Yeast breads
51301620,"Bread, pita, wheat or cracked wheat",4202,Yeast breads
51301630,"Bread, pita, wheat or cracked wheat, toasted",4202,Yeast breads
51301700,"Bagel, wheat",4206,Bagels and English muffins
51301750,"Bagel, whole wheat",4206,Bagels and English muffins
51301800,"Bagel, wheat, with raisins",4206,Bagels and English muffins
51301805,"Bagel, whole wheat, with raisins",4206,Bagels and English muffins
51301820,"Bagel, wheat, with fruit and nuts",4206,Bagels and English muffins
51301900,"Bagel, wheat bran",4206,Bagels and English muffins
51302500,"Muffin, English, wheat bran",4206,Bagels and English muffins
51302520,"Muffin, English, wheat bran, with raisins",4206,Bagels and English muffins
51303010,"Muffin, English, wheat or cracked wheat",4206,Bagels and English muffins
51303030,"Muffin, English, whole wheat",4206,Bagels and English muffins
51303050,"Muffin, English, wheat or cracked wheat, with raisins",4206,Bagels and English muffins
51303070,"Muffin, English, whole wheat, with raisins",4206,Bagels and English muffins
51303100,"Muffin, English, whole grain white",4206,Bagels and English muffins
51306000,"Breadsticks, hard, whole wheat",5202,"Crackers, excludes saltines"
51320010,"Roll, wheat or cracked wheat",4204,Rolls and buns
51320060,"Roll, wheat or cracked wheat, hot dog bun",4204,Rolls and buns
51320070,"Roll, wheat or cracked wheat, hamburger bun",4204,Rolls and buns
51320500,"Roll, whole wheat",4204,Rolls and buns
51320550,"Roll, whole wheat, hot dog bun",4204,Rolls and buns
51320560,"Roll, whole wheat, hamburger bun",4204,Rolls and buns
51320700,"Roll, whole grain white",4204,Rolls and buns
51320710,"Roll, whole grain white, hot dog bun",4204,Rolls and buns
51320720,"Roll, whole grain white, hamburger bun",4204,Rolls and buns
51401010,"Bread, rye",4202,Yeast breads
51401020,"Bread, rye, toasted",4202,Yeast breads
51401030,"Bread, marble rye and pumpernickel",4202,Yeast breads
51401040,"Bread, marble rye and pumpernickel, toasted",4202,Yeast breads
51401200,"Muffin, English, rye",4206,Bagels and English muffins
51404010,"Bread, pumpernickel",4202,Yeast breads
51404020,"Bread, pumpernickel, toasted",4202,Yeast breads
51404500,"Bagel, pumpernickel",4206,Bagels and English muffins
51404550,"Muffin, English, pumpernickel",4206,Bagels and English muffins
51407010,"Bread, black",4202,Yeast breads
51407020,"Bread, black, toasted",4202,Yeast breads
51420000,"Roll, rye",4204,Rolls and buns
51421000,"Roll, pumpernickel",4204,Rolls and buns
51501010,"Bread, oatmeal",4202,Yeast breads
51501020,"Bread, oatmeal, toasted",4202,Yeast breads
51501040,"Bread, oat bran",4202,Yeast breads
51501050,"Bread, oat bran, toasted",4202,Yeast breads
51501080,"Bagel, oat bran",4206,Bagels and English muffins
51502010,"Roll, oatmeal",4204,Rolls and buns
51503000,"Muffin, English, oat bran",4206,Bagels and English muffins
51503040,"Muffin, English, oat bran, with raisins",4206,Bagels and English muffins
51601010,"Bread, multigrain, toasted",4202,Yeast breads
51601020,"Bread, multigrain",4202,Yeast breads
51601210,"Bread, multigrain, with raisins",4202,Yeast breads
51601220,"Bread, multigrain, with raisins, toasted",4202,Yeast breads
51602010,"Bread, multigrain, reduced calorie and/or high fiber",4202,Yeast breads
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted",4202,Yeast breads
51620000,"Roll, multigrain",4204,Rolls and buns
51620020,"Roll, multigrain, hot dog bun",4204,Rolls and buns
51620030,"Roll, multigrain, hamburger bun",4204,Rolls and buns
51630000,"Bagel, multigrain",4206,Bagels and English muffins
51630100,"Bagel, multigrain, with raisins",4206,Bagels and English muffins
51630200,"Muffin, English, multigrain",4206,Bagels and English muffins
51801010,"Bread, barley",4202,Yeast breads
51801020,"Bread, barley, toasted",4202,Yeast breads
51804010,"Bread, soy",4202,Yeast breads
51804020,"Bread, soy, toasted",4202,Yeast breads
51805010,"Bread, sunflower meal",4202,Yeast breads
51805020,"Bread, sunflower meal, toasted",4202,Yeast breads
51806010,"Bread, rice",4202,Yeast breads
51806020,"Bread, rice, toasted",4202,Yeast breads
51807000,"Injera, Ethiopian bread",4202,Yeast breads
51808000,"Bread, gluten free",4202,Yeast breads
51808010,"Bread, gluten free, toasted",4202,Yeast breads
51808050,"Breadsticks, hard, gluten free",5202,"Crackers, excludes saltines"
51808100,"Roll, gluten free",4204,Rolls and buns
52101000,"Biscuit, NFS",4402,"Biscuits, muffins, quick breads"
52101040,Crumpet,4402,"Biscuits, muffins, quick breads"
52102040,"Biscuit, from refrigerated dough",4402,"Biscuits, muffins, quick breads"
52103000,"Biscuit, from fast food / restaurant",4402,"Biscuits, muffins, quick breads"
52104010,"Biscuit, home recipe",4402,"Biscuits, muffins, quick breads"
52104040,"Biscuit, wheat",4402,"Biscuits, muffins, quick breads"
52104100,"Biscuit, cheese",4402,"Biscuits, muffins, quick breads"
52104200,Biscuit with fruit,4402,"Biscuits, muffins, quick breads"
52105100,Scone,4402,"Biscuits, muffins, quick breads"
52105200,"Scone, with fruit",4402,"Biscuits, muffins, quick breads"
52201000,"Cornbread, prepared from mix",4402,"Biscuits, muffins, quick breads"
52202060,"Cornbread, made from home recipe",4402,"Biscuits, muffins, quick breads"
52204000,Cornbread stuffing,3208,Turnovers and other grain-based items
52206010,"Cornbread muffin, stick, round",4402,"Biscuits, muffins, quick breads"
52206060,"Cornbread muffin, stick, round, made from home recipe",4402,"Biscuits, muffins, quick breads"
52207010,"Corn flour patty or tart, fried",4402,"Biscuits, muffins, quick breads"
52208010,"Corn pone, baked",4402,"Biscuits, muffins, quick breads"
52208020,"Corn pone, fried",4402,"Biscuits, muffins, quick breads"
52208760,"Gordita/sope shell, plain, no filling",4208,Tortillas
52209010,Hush puppy,4402,"Biscuits, muffins, quick breads"
52211010,Johnnycake,4402,"Biscuits, muffins, quick breads"
52213010,Spoonbread,4402,"Biscuits, muffins, quick breads"
52215000,"Tortilla, NFS",4208,Tortillas
52215100,"Tortilla, corn",4208,Tortillas
52215200,"Tortilla, flour",4208,Tortillas
52215260,"Tortilla, whole wheat",4208,Tortillas
52215300,"Taco shell, corn",4208,Tortillas
52215350,"Taco shell, flour",4208,Tortillas
52220110,Arepa Dominicana,4402,"Biscuits, muffins, quick breads"
52301000,"Muffin, NFS",4402,"Biscuits, muffins, quick breads"
52302010,"Muffin, fruit",4402,"Biscuits, muffins, quick breads"
52302020,"Muffin, fruit, low fat",4402,"Biscuits, muffins, quick breads"
52302500,"Muffin, chocolate chip",4402,"Biscuits, muffins, quick breads"
52302600,"Muffin, chocolate",4402,"Biscuits, muffins, quick breads"
52303010,"Muffin, whole wheat",4402,"Biscuits, muffins, quick breads"
52303500,"Muffin, wheat",4402,"Biscuits, muffins, quick breads"
52304000,"Muffin, whole grain",4402,"Biscuits, muffins, quick breads"
52304010,"Muffin, wheat bran",4402,"Biscuits, muffins, quick breads"
52304040,"Muffin, bran with fruit, lowfat",4402,"Biscuits, muffins, quick breads"
52304100,"Muffin, oatmeal",4402,"Biscuits, muffins, quick breads"
52304150,"Muffin, oat bran",4402,"Biscuits, muffins, quick breads"
52306010,"Muffin, plain",4402,"Biscuits, muffins, quick breads"
52306300,"Muffin, cheese",4402,"Biscuits, muffins, quick breads"
52306500,"Muffin, pumpkin",4402,"Biscuits, muffins, quick breads"
52306550,"Muffin, zucchini",4402,"Biscuits, muffins, quick breads"
52306700,"Muffin, carrot",4402,"Biscuits, muffins, quick breads"
52311010,Popover,4402,"Biscuits, muffins, quick breads"
52401000,"Bread, Boston Brown",4402,"Biscuits, muffins, quick breads"
52403000,"Bread, nut",4402,"Biscuits, muffins, quick breads"
52404060,"Bread, pumpkin",4402,"Biscuits, muffins, quick breads"
52405010,"Bread, fruit",4402,"Biscuits, muffins, quick breads"
52407000,"Bread, zucchini",4402,"Biscuits, muffins, quick breads"
52408000,"Bread, Irish soda",4402,"Biscuits, muffins, quick breads"
53100050,"Cake batter, raw, chocolate",5502,Cakes and pies
53100070,"Cake batter, raw, not chocolate",5502,Cakes and pies
53100100,"Cake or cupcake, NFS",5502,Cakes and pies
53101100,"Cake, angel food",5502,Cakes and pies
53101200,"Cake, angel food, with icing or filling",5502,Cakes and pies
53101250,"Cake, angel food, with fruit and icing or filling",5502,Cakes and pies
53102100,"Cake or cupcake, applesauce, without icing or filling",5502,Cakes and pies
53102200,"Cake or cupcake, apple",5502,Cakes and pies
53102600,"Cake or cupcake, banana, without icing or filling",5502,Cakes and pies
53102700,"Cake or cupcake, banana",5502,Cakes and pies
53102800,"Cake or cupcake, Black Forest",5502,Cakes and pies
53103000,"Cake, Boston cream pie",5502,Cakes and pies
53104100,"Cake or cupcake, carrot, without icing or filling",5502,Cakes and pies
53104260,"Cake or cupcake, carrot",5502,Cakes and pies
53104300,"Cake, carrot, diet",5502,Cakes and pies
53104400,"Cake or cupcake, coconut",5502,Cakes and pies
53104500,"Cheesecake, plain",5502,Cakes and pies
53104550,"Cheesecake, fruit",5502,Cakes and pies
53104600,"Cheesecake, chocolate",5502,Cakes and pies
53105262,"Cake or cupcake, chocolate with white icing, bakery",5502,Cakes and pies
53105264,"Cake or cupcake, chocolate with white icing, from mix",5502,Cakes and pies
53105270,"Cake or cupcake, chocolate with chocolate icing, bakery",5502,Cakes and pies
53105272,"Cake or cupcake, chocolate with chocolate icing, from mix",5502,Cakes and pies
53105275,"Cake or cupcake, chocolate, no icing",5502,Cakes and pies
53105300,"Cake or cupcake, German chocolate",5502,Cakes and pies
53105310,"Cake or cupcake, gluten free",5502,Cakes and pies
53105396,"Cake, chocolate, flourless",5502,Cakes and pies
53105500,"Cake, chocolate, with icing, diet",5502,Cakes and pies
53106500,"Cake, cream",5502,Cakes and pies
53108200,"Snack cake, chocolate",5502,Cakes and pies
53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories",5502,Cakes and pies
53109200,"Snack cake, white",5502,Cakes and pies
53109220,"Snack cake, not chocolate, with icing or filling, reduced fat and calories",5502,Cakes and pies
53109300,"Cake, Dobos Torte",5502,Cakes and pies
53110000,"Cake, fruit cake",5502,Cakes and pies
53111000,"Cake or cupcake, gingerbread",5502,Cakes and pies
53112100,Ice cream cake,5502,Cakes and pies
53113000,"Cake, jelly roll",5502,Cakes and pies
53114000,"Cake or cupcake, lemon, without icing or filling",5502,Cakes and pies
53114100,"Cake or cupcake, lemon",5502,Cakes and pies
53115100,"Cake or cupcake, marble, without icing or filling",5502,Cakes and pies
53115200,"Cake or cupcake, marble",5502,Cakes and pies
53115310,"Cake or cupcake, nut, without icing or filling",5502,Cakes and pies
53115320,"Cake or cupcake, nut, with icing or filling",5502,Cakes and pies
53115410,"Cake or cupcake, oatmeal",5502,Cakes and pies
53115450,"Cake or cupcake, peanut butter",5502,Cakes and pies
53116000,"Cake, pound",5502,Cakes and pies
53116020,"Cake, pound, with icing or filling",5502,Cakes and pies
53116270,"Cake, pound, chocolate",5502,Cakes and pies
53116350,"Cake, pound, Puerto Rican style",5502,Cakes and pies
53116390,"Cake, pound, reduced fat, cholesterol free",5502,Cakes and pies
53116500,"Cake or cupcake, pumpkin, without icing or filling",5502,Cakes and pies
53116510,"Cake or cupcake, pumpkin",5502,Cakes and pies
53116520,"Cake or cupcake, red velvet",5502,Cakes and pies
53116550,"Cake or cupcake, raisin-nut",5502,Cakes and pies
53116570,"Cake, Ravani",5502,Cakes and pies
53116600,"Cake, rice flour, without icing or filling",5502,Cakes and pies
53116650,"Cake, Quezadilla, El Salvadorian style",5502,Cakes and pies
53117100,"Cake or cupcake, spice, without icing or filling",5502,Cakes and pies
53117200,"Cake or cupcake, spice",5502,Cakes and pies
53118100,"Cake, sponge",5502,Cakes and pies
53118110,"Cake or cupcake, strawberry",5502,Cakes and pies
53118200,"Cake, sponge, with icing or filling",5502,Cakes and pies
53118300,"Cake, sponge, chocolate",5502,Cakes and pies
53118410,"Rum cake, without icing",5502,Cakes and pies
53118500,"Cake, torte",5502,Cakes and pies
53118550,"Cake, tres leche",5502,Cakes and pies
53119000,"Cake, pineapple, upside down",5502,Cakes and pies
53120270,"Cake or cupcake, white with white icing, bakery",5502,Cakes and pies
53120272,"Cake or cupcake, white with white icing, from mix",5502,Cakes and pies
53120275,"Cake or cupcake, white, without icing or filling",5502,Cakes and pies
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit",5502,Cakes and pies
53122080,"Cake, shortcake, biscuit type, with fruit",5502,Cakes and pies
53123070,"Cake, strawberry shortcake",5502,Cakes and pies
53123080,"Cake, shortcake, sponge type, with fruit",5502,Cakes and pies
53123500,"Cake, shortcake, with whipped topping and fruit, diet",5502,Cakes and pies
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies
53200100,"Cookie, batter or dough, raw",5504,Cookies and brownies
53201000,"Cookie, NFS",5504,Cookies and brownies
53202000,"Cookie, almond",5504,Cookies and brownies
53203000,"Cookie, applesauce",5504,Cookies and brownies
53203500,"Cookie, biscotti",5504,Cookies and brownies
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies
53204860,"Cookie, brownie, fat free, NS as to icing",5504,Cookies and brownies
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies
53206000,"Cookie, chocolate chip",5504,Cookies and brownies
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies
53206500,"Cookie, chocolate, made with rice cereal",5504,Cookies and brownies
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free",5504,Cookies and brownies
53208000,"Cookie, marshmallow, chocolate-covered",5504,Cookies and brownies
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies
53209100,"Cookie, chocolate, sandwich, with extra filling",5504,Cookies and brownies
53209500,"Cookie, chocolate and vanilla sandwich",5504,Cookies and brownies
53210000,"Cookie, chocolate wafer",5504,Cookies and brownies
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",5504,Cookies and brownies
53215500,"Cookie, coconut",5504,Cookies and brownies
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies
53220010,"Cookie, fruit-filled bar, fat free",5504,Cookies and brownies
53220030,"Cookie, fig bar",5504,Cookies and brownies
53220040,"Cookie, fig bar, fat free",5504,Cookies and brownies
53222010,"Cookie, fortune",5504,Cookies and brownies
53222020,"Cookie, cone shell, ice cream type, wafer or cake",5504,Cookies and brownies
53223000,"Cookie, gingersnaps",5504,Cookies and brownies
53223100,"Cookie, granola",5504,Cookies and brownies
53224000,"Cookie, ladyfinger",5504,Cookies and brownies
53224250,"Cookie, lemon bar",5504,Cookies and brownies
53225000,"Cookie, macaroon",5504,Cookies and brownies
53226000,"Cookie, marshmallow, with coconut",5504,Cookies and brownies
53226500,"Cookie, marshmallow, with rice cereal, no bake",5504,Cookies and brownies
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",5504,Cookies and brownies
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",5504,Cookies and brownies
53228000,"Cookie, meringue",5504,Cookies and brownies
53230000,"Cookie, molasses",5504,Cookies and brownies
53231000,"Cookie, Lebkuchen",5504,Cookies and brownies
53231400,"Cookie, multigrain, high fiber",5504,Cookies and brownies
53233000,"Cookie, oatmeal",5504,Cookies and brownies
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies
53233050,"Cookie, oatmeal sandwich, with creme filling",5504,Cookies and brownies
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies
53234000,"Cookie, peanut butter",5504,Cookies and brownies
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies
53234250,"Cookie, peanut butter with rice cereal, no bake",5504,Cookies and brownies
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies
53235600,"Cookie, Pfeffernusse",5504,Cookies and brownies
53236000,"Cookie, Pizzelle",5504,Cookies and brownies
53236100,"Cookie, pumpkin",5504,Cookies and brownies
53237000,"Cookie, raisin",5504,Cookies and brownies
53237010,"Cookie, raisin sandwich, cream-filled",5504,Cookies and brownies
53237500,"Cookie, rum ball, no bake",5504,Cookies and brownies
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies
53239000,"Cookie, shortbread",5504,Cookies and brownies
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies
53239050,"Cookie, shortbread, with icing or filling",5504,Cookies and brownies
53239100,Pocky,5504,Cookies and brownies
53240000,"Cookie, animal",5504,Cookies and brownies
